Ticker,SARIMAX Cumulative Return (%),ARIMA Cumulative Return (%),Avg Cumulative Return (%)
DVN,231.03186668105934,11.774150377176461,121.4030085291179
MTDR,-26.144099531563803,57.505190688110595,15.680545578273396
TALO,26.974634083854497,0.9298370313598703,13.952235557607183
NOG,9.398255663402821,,9.398255663402821
NFG,-1.7115997591023668,-4.353929736157114,-3.0327647476297406
CVX,-9.782844959057279,0.7123272140889148,-4.535258872484182
RRC,-11.001570824254813,-1.6571838511345915,-6.3293773376947025
CNX,-16.35563455428982,2.79020349643615,-6.782715528926836
EXE,-17.042884757229103,-6.8888677789130215,-11.965876268071062
