Ticker,ARIMA Cumulative Return (%)
MTDR,57.505190688110595
DVN,11.774150377176461
CNX,2.79020349643615
TALO,0.9298370313598703
CVX,0.7123272140889148
RRC,-1.6571838511345915
NFG,-4.353929736157114
EXE,-6.8888677789130215
